Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Lot_Size,Garage_Size,Neighborhood_Quality,House_Price
4889,4,2,1991,4.82521737069574,2,8,1064004.87257921
2827,2,2,2013,4.51269889341236,2,3,640767.224151344
3431,3,2,1970,4.32130552475767,2,7,762159.391473342
697,2,3,2015,2.3270531076775,1,7,216591.971119212
2430,2,1,1990,0.561643476840116,2,10,497168.088345479
4082,3,3,1973,0.861000109050713,2,6,857205.245265388
1108,5,1,1984,1.90488365697922,2,7,285546.501684919
3772,5,1,2005,0.570843108480546,0,2,819125.647054428
1647,2,2,1979,0.577174018618392,0,9,316130.255557606
4782,3,3,2006,4.62471485739085,1,10,1067425.21662132
3897,3,2,1996,3.67771325953574,0,10,837398.565143556
3011,4,3,1984,1.89030195530669,1,1,658260.706011046
2294,5,1,1968,1.09690059920429,0,1,475767.350450398
1159,1,2,1957,2.80236073052785,2,3,250101.547330548
3311,5,2,1975,0.52405772384464,0,3,688516.504669089
1869,5,1,2020,4.72286184736165,1,1,510876.999093224
2486,4,1,1979,2.36666803725026,0,7,543734.421890143
646,1,1,1956,2.310507298568,2,4,146406.896252351
3719,4,2,2016,2.25767123411802,1,10,828512.101958909
3411,1,3,2014,0.811977486744941,2,2,719969.43529451
2234,2,2,1985,3.37245007906322,2,10,507847.587339112
2343,1,3,1974,3.79851628832759,1,5,507554.944053518
988,4,2,1986,3.54256428914731,2,6,294558.072021575
3476,5,2,1950,1.12295971998227,2,9,712212.215410282
2459,1,1,1964,3.10478075616017,0,4,491715.947663663
2885,1,3,1986,3.06268017877514,2,2,625227.045470116
3419,3,2,1962,4.40784854573622,2,5,752101.90242076
2302,5,2,1957,2.20607446269041,2,3,501913.647108041
4561,2,1,1954,2.17168674646745,2,2,907358.632995708
3869,4,1,2009,3.28337176423183,1,1,878704.095639713
762,2,3,2022,3.34882694074781,0,10,237070.7057046
1123,5,2,1950,2.61178352296606,2,2,267132.413584821
1516,1,3,1985,2.4937671304869,2,6,353129.568473406
4143,1,2,1984,2.72366451787047,1,8,845141.616663886
2549,5,3,2015,4.3747038477649,2,3,656223.162730533
4223,1,1,2012,2.5752510556426,1,9,884677.689079835
3608,1,2,1972,4.7296930638642,0,9,775773.223766303
4590,1,3,1958,2.76801693618347,0,2,918893.743923562
2556,4,1,1983,4.77140311931401,2,8,607698.737108199
3670,4,1,1995,4.24774355841084,2,10,838774.48403911
2182,3,3,1953,2.13094095177123,2,5,470978.479532896
2755,2,2,1979,4.38638639583477,1,4,616308.962419903
1654,5,2,2021,0.995284778905019,2,10,417416.262254278
4999,5,1,1952,4.66271228904357,2,5,1060976.48857231
3691,5,2,1963,3.34239581787301,0,4,809046.284176266
2196,3,2,2009,0.7447583683504,2,8,485376.42332358
4491,4,2,1994,3.39915525642865,0,4,965816.66811073
2148,3,1,1983,4.8841144436514,2,10,517515.406005099
1945,5,3,1994,0.81410294576583,0,6,438250.176154623
4699,2,2,2010,2.99609469401039,2,2,1008240.78543549
4423,1,1,1965,3.86507457391718,0,5,888140.07598706
753,4,1,2015,4.14616364014789,1,6,252963.356207613
3683,4,3,1989,2.36222359394358,0,5,801206.203670189
3057,3,2,1966,1.41874951625709,0,2,624112.160020463
598,4,2,1983,0.690540254475727,0,7,155471.166260131
2700,5,3,1965,3.10876770693751,2,4,617900.494840721
3461,5,3,2009,2.53809981620425,2,8,798362.775047532
4933,3,1,2015,4.7693497781737,2,7,1096158.28990881
4277,5,1,2015,0.772722084717094,1,7,927092.405959908
3369,2,3,1962,3.58427904550703,1,9,728289.887311891
3734,3,2,2005,0.612347999540257,0,1,785248.361987936
4291,2,1,1980,1.27145379519744,1,10,862580.498385858
1456,1,1,1983,2.54110549965275,0,6,297387.922483936
4567,2,2,1988,2.54692599261291,0,6,938151.837245071
660,1,1,2016,3.5856524432014,0,6,203447.483368456
4993,1,2,1957,4.59595865690491,1,6,1038319.16508997
1800,2,2,2004,3.37564471511714,2,10,443408.305977824
4487,3,2,1976,4.79090794033179,1,7,971977.024641456
2027,5,3,2002,4.46727037945099,0,10,539478.403150682
1718,5,3,1988,3.13024907988856,0,6,424712.55125248
4996,1,3,2014,4.25206377913472,1,1,1102533.64905909
3604,1,2,1966,3.39159924645635,0,3,740286.55974695
3235,3,2,1979,0.853510239156772,0,2,655719.145940558
1454,4,3,2002,3.83254125466779,1,6,402213.421893195
3946,2,1,1962,0.927087985703058,1,8,779202.680972386
1545,1,2,1970,3.17337251256371,1,3,338170.315281125
2193,5,1,1968,3.66188092636203,0,10,497340.998115992
3936,3,1,2002,0.799374236948849,0,8,815811.682737064
1062,2,2,1968,1.53857594266939,2,8,250362.359068745
2985,3,2,2006,4.62052504517742,2,5,717150.442129623
3854,2,1,1974,3.27341521504803,1,8,811129.497175576
725,2,1,1980,1.60828708464739,2,6,165242.297851745
1459,1,3,2004,3.60805897016603,0,5,370992.456558457
3567,3,3,1972,3.1854938898276,2,9,779362.356111329
1315,3,2,1981,2.75709064963077,0,7,308618.407272202
3620,5,3,2011,4.89284138744638,1,8,861356.977559037
516,5,3,1959,3.57554199833379,1,1,171023.95659838
1743,1,3,2021,2.18948499350561,0,2,381738.017543804
2705,1,3,2003,4.10033044434591,2,8,628610.965058165
3024,4,1,2001,4.48062481814535,1,9,698124.611471077
1569,5,2,1969,1.06349251782574,1,4,362679.087750215
3944,2,3,1981,1.4024884003037,2,10,822030.766712673
3065,3,1,1963,1.47302154107501,2,10,611205.688920775
1560,1,1,1999,3.61045314223943,0,9,359657.99559231
2827,3,1,1977,3.21367799773977,2,4,605143.959115472
3920,3,3,2002,3.28546204114365,2,10,881016.004774279
801,4,3,1973,4.73347984860275,2,10,258111.671372436
4776,5,2,1971,3.99160189763288,0,10,1038652.42477558
1106,1,3,1979,1.07571616030302,0,9,219426.9244876
3670,3,3,2012,2.06378187091331,1,7,813296.809025981
1199,1,1,1953,2.45927140779081,0,2,211038.853162596
1639,2,2,2008,2.28182714936422,1,9,395042.35505971
690,4,3,1957,3.51188874122846,2,4,203867.042922828
2800,2,3,1961,4.51351896465453,1,8,619660.834680094
1480,1,1,1980,1.87723158585255,1,7,304174.664101358
3475,1,1,1983,2.98344711389534,2,7,731899.435616318
1684,5,3,1998,4.05234239861114,1,8,467628.527062253
3827,3,2,2006,2.37298126480407,0,1,827143.776401641
3894,3,2,1975,1.25653157779683,0,5,797034.425504053
627,2,1,1967,2.63727934368687,0,2,126097.927163489
2565,4,1,1987,0.748501343343628,0,2,527544.910534171
2316,3,3,1999,4.74072554301025,1,1,570289.016076087
1069,5,1,1957,0.836695423377379,1,5,234389.76681768
2395,2,3,1990,2.4730552186276,2,2,534533.020036898
3233,2,2,1955,2.88446567489837,1,4,660507.819830354
4363,5,2,2018,4.93386724529278,1,3,1008539.15623435
4514,4,3,1993,1.24709820639287,1,3,955158.90638745
3401,5,1,2013,1.01494183375561,2,2,756373.842063422
2186,4,2,1978,0.539177661781446,0,6,441315.088474935
3509,5,1,1977,1.20007146591186,1,2,749610.467755345
654,5,2,1960,1.4327284058045,2,8,158636.703105773
3037,1,3,2014,3.33761423712392,2,8,699683.24841124
1909,2,3,1968,1.4886805567613,2,5,390430.222377481
4557,5,3,1958,0.592343666281963,0,10,935973.556299692
1284,5,2,1976,4.2197825547612,1,7,350816.184399563
3675,3,1,1983,2.14518065451785,2,4,779019.730537827
4841,2,1,1993,2.0916350896133,0,1,987630.241126202
3306,3,1,2017,1.86115563125567,2,2,733612.816364816
1037,2,2,1964,4.88917974715889,2,10,255907.13436004
2341,3,2,2000,1.26551937789177,2,10,517655.158117415
2955,5,2,1962,4.54207128778956,2,4,684425.200326397
1024,5,2,1998,3.9956149946295,2,1,323701.24419015
3450,1,2,2019,0.844159799746909,0,8,724814.226421608
4631,3,1,2005,4.94028095675382,1,9,1015556.14859208
4615,4,2,2000,1.72114683592555,1,4,993273.079660625
2868,1,2,1986,0.943623171600856,1,10,581948.159950993
4347,3,1,1966,4.23191405356592,1,3,895675.554821185
4995,3,2,2007,3.68003990154965,0,2,1092026.89678641
3201,1,1,1978,3.27748462645055,0,5,662119.941058061
1471,5,1,1982,1.2019138866452,0,3,341253.220779509
1666,3,3,2009,2.65323252315183,2,10,412045.782658849
3274,5,3,2004,4.01250212099246,2,7,748220.493682927
2482,1,3,1959,1.86630772164728,2,6,507185.454408161
1353,5,3,1996,1.90260422831769,1,1,354054.700191585
4646,2,2,1972,0.51413407721655,2,8,915005.294882184
4236,4,3,1970,1.28409530740421,1,2,872676.434152397
4269,3,1,1962,4.43932531304825,2,5,934942.057132923
1074,4,2,1982,2.48785921236968,1,9,269061.782044007
3761,5,3,1973,4.92905524655495,2,8,867445.418462087
1648,3,1,1960,2.28068583608207,2,2,342303.689267547
2215,5,2,1966,3.71833904651109,0,9,486872.056709135
4354,2,2,2017,1.76863569307128,2,5,935626.95292811
2991,1,3,1996,2.1371433851342,2,10,644601.105174152
3160,3,2,1974,1.35826694415903,0,6,645375.221775702
3624,2,1,2022,2.06178065824728,1,3,786580.301518645
3551,2,2,1970,2.96256884189289,0,3,740281.21534485
504,3,1,1961,4.96297796440662,0,10,149743.499953561
1376,5,2,1986,3.48890770882304,1,8,348893.553952872
1491,2,3,1991,1.39660679483741,2,10,346010.949838181
4642,4,1,1966,0.70232648716198,1,10,915441.179754206
4864,2,2,1997,1.0686041659153,2,2,988325.487915887
4965,5,2,1977,3.03149840572871,2,2,1075864.28103295
1135,5,2,1990,3.94322147967545,1,5,329218.524916485
2193,4,1,1996,4.73188643285336,0,6,530004.34284206
2182,2,1,1967,0.571204273985694,1,2,408013.579062235
619,5,1,2020,2.85242063702841,2,5,224507.200148685
1330,3,3,1962,2.6189031030043,1,7,300656.079068199
4175,1,3,1962,3.45224759889067,1,10,848824.774297619
1869,1,1,1980,3.01810484509404,2,10,396681.286096178
1240,1,2,1951,3.59167617762116,0,8,262398.446046084
616,2,3,1965,3.46137163137136,1,7,180393.628113463
3338,4,1,1958,1.02655276186076,2,8,671803.943901326
1650,5,2,2022,4.09873061128424,2,9,474045.842712425
2431,3,3,1987,1.05454659072346,1,5,505877.598154977
1512,3,2,2003,3.64338781344112,0,5,389645.329612753
2164,2,2,2005,2.37265415438273,1,10,483350.328168466
1581,1,2,1994,2.81232830559469,0,4,358458.380751
1012,2,2,1983,4.5648410646907,0,9,264395.091787963
3349,4,3,1958,4.50447676913069,0,5,749571.291634799
1059,4,3,1957,4.18035337544763,0,2,263760.944148315
4172,5,3,1956,2.79566771205345,1,10,894611.07865642
3843,5,1,1985,3.81307914560225,2,8,853001.112551068
4570,4,3,1967,2.80803674983464,2,7,972537.496467423
1970,4,2,1952,4.4132273711365,2,8,453359.871635456
1080,4,3,1977,2.31249124954805,2,3,270230.63769828
2794,2,2,2019,4.86605904986695,2,4,673649.896088938
3647,4,1,1993,4.69545241202995,2,5,827205.303959231
4749,3,2,1970,3.83721178753303,1,6,1007770.57929706
2179,1,2,1977,1.75737147879232,0,1,443005.623638813
4006,4,2,2003,1.09244114956966,2,4,871566.562739667
3244,1,1,2003,4.34616552541939,1,10,726227.569041764
3856,2,3,2014,1.24386028762083,2,5,824351.671096034
4545,1,3,1970,4.34417355048801,2,7,973850.328263228
1743,2,1,1962,2.70844253020562,0,5,344363.273681986
3618,3,2,2006,2.32950552713647,0,1,793421.141788424
2641,2,3,1998,4.56435850475493,0,7,621862.765418353
3559,2,1,2003,3.21732942143125,2,8,758946.772404844
3459,5,3,1959,3.09476303208373,2,7,759151.23794655
2765,4,1,2002,3.01444675080979,2,4,630531.740128544
2979,4,2,1993,2.17026282208789,0,8,646766.289751965
2135,3,3,1996,4.03539396588107,1,5,533039.432795206
2257,3,1,2002,1.63759299807098,2,10,496427.103564691
4952,4,3,1995,4.72502732018574,2,9,1099211.64051161
2570,5,3,1962,4.52293342271132,2,10,605600.950740721
3349,4,3,1986,2.01866146553704,1,5,738935.81944604
3751,5,3,1973,3.78258696424249,2,1,839522.318603536
4230,3,1,1951,3.07950437502316,1,9,874856.27108204
2989,1,2,1963,2.01942185899656,2,5,609401.084504589
2131,3,1,1959,4.94834741597951,1,6,457643.098042378
3316,3,1,1984,0.613568056317189,2,4,676108.851209688
1515,2,1,1974,1.63690713779579,0,6,300935.18607342
1848,2,2,1952,2.84033327500018,0,8,381998.608659297
3587,2,3,1966,2.84878851565354,0,3,720883.657171062
3339,2,3,1961,3.15019883725504,0,5,722543.079646003
835,5,3,2003,3.88254277410314,2,2,294548.402560489
1395,4,2,1973,3.30565023733683,0,2,336073.521599229
4046,1,3,1978,3.20126657237617,1,7,863034.675749834
1351,3,2,1992,0.740815083108695,0,10,319748.766774757
2187,5,3,1974,2.19438629505184,0,10,504023.260871662
2431,1,3,2009,1.5442508286552,0,10,538851.893394544
4246,5,1,2014,1.69416550220889,2,6,934919.382777777
2927,5,2,1977,2.99451863453155,0,4,648902.521984304
2068,3,1,1965,1.39777391718324,1,5,414808.6543177
4500,4,1,1996,1.82277095457604,0,1,940080.444401495
3238,2,1,2007,1.56688118832803,0,7,676233.076827926
3998,4,2,1976,4.76826324448188,0,8,866618.389023798
4413,3,2,2002,4.75099579476993,1,9,983106.222414699
1566,3,3,1991,3.24473701368223,0,8,367024.37943297
4880,3,1,2008,4.66035110929355,1,5,1075814.43188084
2944,1,3,1996,4.03615690460768,1,3,660979.047488692
4607,4,1,1983,3.15476547260814,0,10,978190.835072989
3873,4,2,1986,0.528958451735581,1,9,801313.061075834
4469,5,2,1955,3.97632328735732,2,6,992213.453012165
3046,5,2,1956,3.66119753714811,0,5,676719.122059025
1253,5,1,1974,3.26864143977086,0,3,296184.196595716
2582,3,2,1982,3.92190940257112,1,6,587557.321912836
3274,4,1,2004,2.80814974148645,1,3,724842.184692924
3396,3,3,2007,3.66837472094603,0,10,762080.823547116
4685,1,1,1956,4.70827439026922,2,6,955223.395142799
1275,5,3,2006,2.19112257130739,1,4,354189.005477203
2125,3,1,1961,3.68654825705281,1,2,454484.421505097
3569,3,3,1965,2.64059518104931,2,8,769087.187955992
917,1,2,1992,3.53479843316292,2,4,251359.798642748
614,2,3,1956,3.93302000999464,0,9,172534.444002034
1116,4,2,2000,0.704536251961082,2,7,268244.176118675
4474,2,2,2022,3.40970199776898,0,2,985699.186073455
3767,5,3,1981,1.52033532983125,2,4,824529.572113892
1325,3,1,1957,3.51514642013405,1,5,289985.414550971
2016,1,1,2021,2.60748583670216,0,3,450594.567976604
3646,1,1,1994,3.98098733839199,0,9,794010.01673364
912,4,1,2008,1.05530366842518,0,5,233504.513783698
1228,2,1,1953,3.31845058245288,2,2,269736.436243911
3848,4,2,2016,1.75311828017399,1,3,841676.014084331
3308,3,1,1978,4.33841897898766,0,9,707483.440019593
1175,4,2,1978,4.67772577536338,0,7,310471.38888553
3965,1,2,1977,4.98379232155575,0,2,846516.670949436
3004,1,2,1993,4.08203331092277,0,9,647388.299595668
3467,5,3,1953,3.89180331692602,1,4,760678.601667386
3286,5,3,1958,1.46975341490398,2,9,681361.249342875
1622,3,2,1954,2.01203176545549,1,2,325380.002257134
4579,2,3,2005,2.59557143793026,0,10,987442.684051723
2071,4,1,1999,3.98021471502012,1,4,508941.125928081
2643,3,1,1964,4.61734639285086,0,5,572941.428238894
2187,5,2,1981,1.35112595010343,2,2,481489.246160782
4632,4,1,1977,4.65065368101546,2,10,997885.769699972
4351,5,2,1971,3.63031093559326,2,1,944921.981574486
3940,4,2,1966,3.24846828808267,0,7,842172.209237693
4266,2,1,2008,1.39928572076873,1,10,901471.742724974
2826,3,3,2020,0.749862647641178,2,1,632482.622359798
3414,4,1,2006,3.05809204328573,0,8,748136.456389438
4452,1,1,1975,3.43182057498002,0,3,914555.745003364
1095,1,2,1974,1.4485165220961,1,10,214492.398125183
1228,4,2,1959,3.00405292621455,2,6,287478.267504606
1865,4,2,1994,4.35422031243158,0,7,478566.065590844
4992,4,2,1960,4.25779675454759,1,10,1068538.10560387
1198,1,3,2002,4.67309831263834,2,1,334276.21781209
895,1,3,2021,2.14648614300596,1,6,235478.102133962
4671,4,3,2017,1.93122307647913,1,7,1028282.31182189
4860,5,2,1977,3.87241702691364,0,6,1060712.82831158
3002,5,2,2014,2.44000582293652,0,4,690243.750686393
2319,2,2,1998,0.893968988125013,0,1,501720.675721742
1217,3,3,1996,1.77260508801725,1,9,314916.529215441
3282,5,2,2001,2.3836202848917,0,4,752791.63259481
4077,1,1,2003,1.81632391464313,1,7,848697.289984961
643,5,1,2009,1.99492506926295,1,7,213397.793037004
3640,2,2,2006,1.82199157778476,0,2,788471.746550082
4991,2,1,1996,0.686746252323857,2,1,1023975.13315555
3438,3,1,1980,3.36692615370999,2,8,738091.551227748
4136,5,3,1995,3.18781589159061,2,8,926531.810008581
3722,1,2,1975,3.44022574315406,1,7,781388.935685048
1667,1,2,1954,1.36539453215132,1,8,302975.303762808
3116,4,3,2001,1.83044543725618,1,3,696224.092405201
1562,1,1,2003,3.28827167125215,0,2,370689.546251085
2656,3,1,1982,3.19832405806965,1,7,559262.322359392
3482,3,2,1999,2.77848639209421,0,8,775422.116899358
3794,1,1,1987,2.07685962504589,0,1,783176.63656272
1656,1,3,1976,4.6081895214861,2,10,392725.196663987
1232,4,3,1964,2.0289660903448,2,9,297268.39963389
4830,1,2,2010,2.55028620396763,2,4,1027285.77032858
1453,4,3,1970,3.55151223929394,0,4,367172.587273796
3039,4,3,1995,2.94359643890044,0,3,697780.778011206
3824,1,2,2018,2.06098689363974,0,6,802714.096172766
3801,2,3,1955,2.46040155705429,1,1,783978.647490456
2042,2,3,1987,4.07516368034078,0,6,475471.176668679
1691,4,3,2011,1.75158119968976,2,2,427302.043700527
3493,1,1,2011,1.14014857899567,2,9,724420.509675237
3181,2,2,1995,1.909234408234,0,2,690319.886814718
1717,1,2,1962,4.32290396969556,0,7,383644.177744459
2040,1,2,1952,0.90045371685356,2,1,379109.094113074
3736,1,1,1955,4.96263233017603,0,7,758293.378883538
2886,5,1,1957,2.93451304517448,2,5,619360.969367839
4219,1,2,1993,4.93180584785192,1,8,923122.114178692
1888,5,1,1982,4.7254838993869,2,4,477884.316930266
2356,4,2,1999,2.53766171394913,1,10,558796.253956919
1865,2,1,1960,1.39320983572407,0,7,366797.34475767
999,2,3,1977,1.24198149454312,0,6,226125.412675676
